SystemCodeNumber,Capacity,Occupancy,LastUpdated,Date,Hour,Day,Month,DayOfWeek,IsWeekend,AvailableSpaces,OccupancyRate,Previous_Availability,Lag_2_Availability,Lag_3_Availability,Rolling_Average_Availability
BHMNCPNST01,485,136,2016-12-05 07:56:03,2016-12-05,7,5,12,Monday,0,349,0.2804123711340206,300.0,288.0,263.0,283.6666666666667
BHMBRCBRG03,849,55,2016-12-05 07:56:03,2016-12-05,7,5,12,Monday,0,794,0.06478209658421673,607.0,576.0,553.0,578.6666666666666
NIA Car Parks,1268,66,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,1202,0.052050473186119876,1011.0,1029.0,1027.0,1022.3333333333334
BHMEURBRD01,470,123,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,347,0.26170212765957446,141.0,106.0,90.0,112.33333333333333
Others-CCCPS119a,2803,200,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,2603,0.07135212272565108,2174.0,2196.0,2177.0,2182.3333333333335
Others-CCCPS98,3103,485,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,2618,0.15630035449564939,2094.0,2104.0,2053.0,2083.6666666666665
BHMNCPRAN01,600,225,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,375,0.375,247.0,192.0,155.0,198.0
Others-CCCPS135a,3883,1773,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,2110,0.4566057172289467,1740.0,1454.0,1251.0,1481.6666666666667
Shopping,1920,601,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,1319,0.31302083333333336,977.0,833.0,744.0,851.3333333333334
BHMNCPHST01,1200,254,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,946,0.21166666666666667,680.0,598.0,561.0,613.0
BHMEURBRD02,220,49,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,171,0.22272727272727272,57.0,47.0,41.0,48.333333333333336
Broad Street,690,172,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,518,0.2492753623188406,198.0,153.0,131.0,160.66666666666666
Others-CCCPS133,4675,620,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,4055,0.13262032085561498,2270.0,2052.0,1818.0,2046.6666666666667
BHMBCCTHL01,387,132,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,255,0.34108527131782945,38.0,22.0,5.0,21.666666666666668
BHMBCCPST01,317,49,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,268,0.15457413249211358,157.0,138.0,139.0,144.66666666666666
Others-CCCPS202,2937,444,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,2493,0.1511746680286006,1911.0,1838.0,1774.0,1841.0
Bull Ring,3053,180,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,2873,0.05895840157222404,1459.0,1287.0,1119.0,1288.3333333333333
Others-CCCPS8,1322,295,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,1027,0.2231467473524962,706.0,660.0,601.0,655.6666666666666
NIA South,788,50,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,738,0.06345177664974619,531.0,547.0,544.0,540.6666666666666
BHMMBMMBX01,687,277,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,410,0.4032023289665211,143.0,127.0,103.0,124.33333333333333
Others-CCCPS105a,2009,572,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,1437,0.2847187655550025,849.0,787.0,704.0,780.0
BHMBCCMKT01,577,11,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,566,0.019064124783362217,472.0,446.0,428.0,448.6666666666667
BHMBRCBRG01,1010,50,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,960,0.04950495049504951,386.0,322.0,247.0,318.3333333333333
BHMNCPNHS01,500,81,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,419,0.162,214.0,176.0,164.0,184.66666666666666
BHMBRCBRG02,1194,75,2016-12-05 08:02:03,2016-12-05,8,5,12,Monday,0,1119,0.06281407035175879,466.0,389.0,319.0,391.3333333333333
BHMBRCBRG03,849,70,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,779,0.08244994110718493,794.0,607.0,576.0,659.0
BHMEURBRD02,220,72,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,148,0.32727272727272727,171.0,57.0,47.0,91.66666666666667
Others-CCCPS119a,2803,243,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,2560,0.08669282911166608,2603.0,2174.0,2196.0,2324.3333333333335
Others-CCCPS8,1322,324,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,998,0.24508320726172467,1027.0,706.0,660.0,797.6666666666666
BHMNCPNHS01,500,180,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,320,0.36,419.0,214.0,176.0,269.6666666666667
NIA Car Parks,1268,94,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,1174,0.07413249211356467,1202.0,1011.0,1029.0,1080.6666666666667
Shopping,1920,772,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,1148,0.40208333333333335,1319.0,977.0,833.0,1043.0
Broad Street,690,264,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,426,0.3826086956521739,518.0,198.0,153.0,289.6666666666667
Others-CCCPS105a,2009,642,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,1367,0.31956197112991536,1437.0,849.0,787.0,1024.3333333333333
BHMBCCPST01,317,61,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,256,0.19242902208201892,268.0,157.0,138.0,187.66666666666666
BHMBCCTHL01,387,149,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,238,0.3850129198966408,255.0,38.0,22.0,105.0
BHMBRCBRG02,1194,99,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,1095,0.0829145728643216,1119.0,466.0,389.0,658.0
BHMNCPHST01,1200,339,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,861,0.2825,946.0,680.0,598.0,741.3333333333334
Others-CCCPS202,2937,563,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,2374,0.19169220292815797,2493.0,1911.0,1838.0,2080.6666666666665
BHMNCPRAN01,600,305,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,295,0.5083333333333333,375.0,247.0,192.0,271.3333333333333
Bull Ring,3053,235,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,2818,0.0769734687192925,2873.0,1459.0,1287.0,1873.0
BHMMBMMBX01,687,318,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,369,0.462882096069869,410.0,143.0,127.0,226.66666666666666
BHMNCPPLS01,450,25,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,425,0.05555555555555555,368.0,350.0,333.0,350.3333333333333
NIA South,788,80,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,708,0.10152284263959391,738.0,531.0,547.0,605.3333333333334
BHMBRCBRG01,1010,66,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,944,0.06534653465346535,960.0,386.0,322.0,556.0
Others-CCCPS98,3103,562,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,2541,0.1811150499516597,2618.0,2094.0,2104.0,2272.0
Others-CCCPS135a,3883,2123,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,1760,0.546742209631728,2110.0,1740.0,1454.0,1768.0
BHMBCCMKT01,577,14,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,563,0.024263431542461005,566.0,472.0,446.0,494.6666666666667
BHMNCPNST01,485,150,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,335,0.30927835051546393,349.0,300.0,288.0,312.3333333333333
BHMEURBRD01,470,192,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,278,0.4085106382978723,347.0,141.0,106.0,198.0
Others-CCCPS133,4675,728,2016-12-05 08:29:08,2016-12-05,8,5,12,Monday,0,3947,0.15572192513368985,4055.0,2270.0,2052.0,2792.3333333333335
Broad Street,690,383,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,307,0.5550724637681159,426.0,518.0,198.0,380.6666666666667
Others-CCCPS98,3103,657,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,2446,0.2117305833064776,2541.0,2618.0,2094.0,2417.6666666666665
NIA South,788,121,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,667,0.15355329949238578,708.0,738.0,531.0,659.0
Shopping,1920,976,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,944,0.5083333333333333,1148.0,1319.0,977.0,1148.0
Others-CCCPS202,2937,713,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,2224,0.24276472591079332,2374.0,2493.0,1911.0,2259.3333333333335
BHMBCCTHL01,387,173,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,214,0.4470284237726098,238.0,255.0,38.0,177.0
BHMEURBRD02,220,123,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,97,0.5590909090909091,148.0,171.0,57.0,125.33333333333333
NIA Car Parks,1268,139,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,1129,0.10962145110410094,1174.0,1202.0,1011.0,1129.0
Bull Ring,3053,321,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,2732,0.10514248280379954,2818.0,2873.0,1459.0,2383.3333333333335
BHMBRCBRG02,1194,149,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,1045,0.12479061976549413,1095.0,1119.0,466.0,893.3333333333334
Others-CCCPS105a,2009,720,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,1289,0.3583872573419612,1367.0,1437.0,849.0,1217.6666666666667
BHMNCPNST01,485,157,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,328,0.3237113402061856,335.0,349.0,300.0,328.0
BHMNCPPLS01,450,30,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,420,0.06666666666666667,425.0,368.0,350.0,381.0
BHMNCPRAN01,600,414,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,186,0.69,295.0,375.0,247.0,305.6666666666667
BHMNCPHST01,1200,464,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,736,0.38666666666666666,861.0,946.0,680.0,829.0
BHMMBMMBX01,687,360,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,327,0.5240174672489083,369.0,410.0,143.0,307.3333333333333
BHMBCCMKT01,577,26,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,551,0.045060658578856154,563.0,566.0,472.0,533.6666666666666
Others-CCCPS133,4675,868,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,3807,0.18566844919786096,3947.0,4055.0,2270.0,3424.0
Others-CCCPS135a,3883,2549,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,1334,0.6564511975276848,1760.0,2110.0,1740.0,1870.0
BHMBRCBRG03,849,83,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,766,0.0977620730270907,779.0,794.0,607.0,726.6666666666666
BHMEURBRD01,470,260,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,210,0.5531914893617021,278.0,347.0,141.0,255.33333333333334
BHMBCCPST01,317,68,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,249,0.21451104100946372,256.0,268.0,157.0,227.0
Others-CCCPS119a,2803,313,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,2490,0.11166607206564395,2560.0,2603.0,2174.0,2445.6666666666665
BHMNCPNHS01,500,294,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,206,0.588,320.0,419.0,214.0,317.6666666666667
BHMBRCBRG01,1010,89,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,921,0.08811881188118811,944.0,960.0,386.0,763.3333333333334
Others-CCCPS8,1322,360,2016-12-05 09:02:08,2016-12-05,9,5,12,Monday,0,962,0.2723146747352496,998.0,1027.0,706.0,910.3333333333334
BHMNCPPLS01,450,34,2016-12-05 09:23:07,2016-12-05,9,5,12,Monday,0,416,0.07555555555555556,420.0,425.0,368.0,404.3333333333333
BHMBRCBRG03,849,106,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,743,0.1248527679623086,766.0,779.0,794.0,779.6666666666666
Broad Street,690,458,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,232,0.663768115942029,307.0,426.0,518.0,417.0
BHMNCPNST01,485,173,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,312,0.35670103092783506,328.0,335.0,349.0,337.3333333333333
Shopping,1920,1112,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,808,0.5791666666666667,944.0,1148.0,1319.0,1137.0
BHMBRCBRG02,1194,193,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,1001,0.16164154103852596,1045.0,1095.0,1119.0,1086.3333333333333
NIA South,788,149,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,639,0.18908629441624367,667.0,708.0,738.0,704.3333333333334
BHMBCCTHL01,387,207,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,180,0.5348837209302325,214.0,238.0,255.0,235.66666666666666
Others-CCCPS202,2937,838,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,2099,0.2853251617296561,2224.0,2374.0,2493.0,2363.6666666666665
BHMNCPRAN01,600,473,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,127,0.7883333333333333,186.0,295.0,375.0,285.3333333333333
BHMBRCBRG01,1010,155,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,855,0.15346534653465346,921.0,944.0,960.0,941.6666666666666
Others-CCCPS135a,3883,2805,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,1078,0.7223796033994334,1334.0,1760.0,2110.0,1734.6666666666667
BHMEURBRD01,470,305,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,165,0.648936170212766,210.0,278.0,347.0,278.3333333333333
NIA Car Parks,1268,174,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,1094,0.13722397476340695,1129.0,1174.0,1202.0,1168.3333333333333
Bull Ring,3053,454,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,2599,0.1487061906321651,2732.0,2818.0,2873.0,2807.6666666666665
Others-CCCPS133,4675,1058,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,3617,0.2263101604278075,3807.0,3947.0,4055.0,3936.3333333333335
Others-CCCPS8,1322,415,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,907,0.31391830559757944,962.0,998.0,1027.0,995.6666666666666
Others-CCCPS119a,2803,384,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,2419,0.1369960756332501,2490.0,2560.0,2603.0,2551.0
BHMNCPHST01,1200,556,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,644,0.4633333333333333,736.0,861.0,946.0,847.6666666666666
Others-CCCPS105a,2009,811,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,1198,0.4036834245893479,1289.0,1367.0,1437.0,1364.3333333333333
BHMBCCPST01,317,75,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,242,0.23659305993690852,249.0,256.0,268.0,257.6666666666667
BHMBCCMKT01,577,39,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,538,0.06759098786828423,551.0,563.0,566.0,560.0
BHMEURBRD02,220,153,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,67,0.6954545454545454,97.0,148.0,171.0,138.66666666666666
Others-CCCPS98,3103,746,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,2357,0.24041250402835965,2446.0,2541.0,2618.0,2535.0
BHMNCPNHS01,500,353,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,147,0.706,206.0,320.0,419.0,315.0
BHMMBMMBX01,687,396,2016-12-05 09:29:08,2016-12-05,9,5,12,Monday,0,291,0.5764192139737991,327.0,369.0,410.0,368.6666666666667
BHMNCPNHS01,500,400,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,100,0.8,147.0,206.0,320.0,224.33333333333334
BHMNCPPLS01,450,52,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,398,0.11555555555555555,416.0,420.0,425.0,420.3333333333333
BHMMBMMBX01,687,454,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,233,0.660844250363901,291.0,327.0,369.0,329.0
Others-CCCPS105a,2009,947,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,1062,0.4713787954206073,1198.0,1289.0,1367.0,1284.6666666666667
BHMBCCMKT01,577,63,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,514,0.10918544194107452,538.0,551.0,563.0,550.6666666666666
BHMNCPRAN01,600,514,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,86,0.8566666666666667,127.0,186.0,295.0,202.66666666666666
BHMBRCBRG02,1194,285,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,909,0.23869346733668342,1001.0,1045.0,1095.0,1047.0
Broad Street,690,530,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,160,0.7681159420289855,232.0,307.0,426.0,321.6666666666667
NIA South,788,170,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,618,0.21573604060913706,639.0,667.0,708.0,671.3333333333334
Others-CCCPS119a,2803,451,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,2352,0.1608990367463432,2419.0,2490.0,2560.0,2489.6666666666665
BHMEURBRD01,470,349,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,121,0.7425531914893617,165.0,210.0,278.0,217.66666666666666
Others-CCCPS133,4675,1479,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,3196,0.31636363636363635,3617.0,3807.0,3947.0,3790.3333333333335
BHMBRCBRG03,849,134,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,715,0.15783274440518258,743.0,766.0,779.0,762.6666666666666
Others-CCCPS135a,3883,3002,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,881,0.7731135719804275,1078.0,1334.0,1760.0,1390.6666666666667
BHMBCCPST01,317,87,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,230,0.2744479495268139,242.0,249.0,256.0,249.0
BHMEURBRD02,220,181,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,39,0.8227272727272728,67.0,97.0,148.0,104.0
Shopping,1920,1221,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,699,0.6359375,808.0,944.0,1148.0,966.6666666666666
Others-CCCPS202,2937,971,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,1966,0.3306094654409261,2099.0,2224.0,2374.0,2232.3333333333335
Others-CCCPS8,1322,493,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,829,0.3729198184568835,907.0,962.0,998.0,955.6666666666666
Bull Ring,3053,781,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,2272,0.2558139534883721,2599.0,2732.0,2818.0,2716.3333333333335
Others-CCCPS98,3103,848,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,2255,0.2732839187882694,2357.0,2446.0,2541.0,2448.0
BHMBCCTHL01,387,249,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,138,0.6434108527131783,180.0,214.0,238.0,210.66666666666666
NIA Car Parks,1268,199,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,1069,0.15694006309148265,1094.0,1129.0,1174.0,1132.3333333333333
BHMNCPNST01,485,192,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,293,0.3958762886597938,312.0,328.0,335.0,325.0
BHMBRCBRG01,1010,362,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,648,0.3584158415841584,855.0,921.0,944.0,906.6666666666666
BHMNCPHST01,1200,665,2016-12-05 10:03:04,2016-12-05,10,5,12,Monday,0,535,0.5541666666666667,644.0,736.0,861.0,747.0
BHMBCCTHL01,387,291,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,96,0.751937984496124,138.0,180.0,214.0,177.33333333333334
Shopping,1920,1280,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,640,0.6666666666666666,699.0,808.0,944.0,817.0
Others-CCCPS133,4675,1882,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,2793,0.4025668449197861,3196.0,3617.0,3807.0,3540.0
BHMEURBRD01,470,370,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,100,0.7872340425531915,121.0,165.0,210.0,165.33333333333334
Others-CCCPS105a,2009,1029,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,980,0.5121951219512195,1062.0,1198.0,1289.0,1183.0
NIA South,788,182,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,606,0.23096446700507614,618.0,639.0,667.0,641.3333333333334
Others-CCCPS202,2937,1050,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,1887,0.3575076608784474,1966.0,2099.0,2224.0,2096.3333333333335
BHMMBMMBX01,687,474,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,213,0.6899563318777293,233.0,291.0,327.0,283.6666666666667
Others-CCCPS8,1322,555,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,767,0.4198184568835098,829.0,907.0,962.0,899.3333333333334
Broad Street,690,556,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,134,0.8057971014492754,160.0,232.0,307.0,233.0
BHMNCPPLS01,450,61,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,389,0.13555555555555557,398.0,416.0,420.0,411.3333333333333
Bull Ring,3053,1144,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,1909,0.3747133966590239,2272.0,2599.0,2732.0,2534.3333333333335
BHMNCPNHS01,500,424,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,76,0.848,100.0,147.0,206.0,151.0
BHMNCPNST01,485,203,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,282,0.41855670103092785,293.0,312.0,328.0,311.0
Others-CCCPS135a,3883,3114,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,769,0.8019572495493176,881.0,1078.0,1334.0,1097.6666666666667
BHMNCPHST01,1200,724,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,476,0.6033333333333334,535.0,644.0,736.0,638.3333333333334
Others-CCCPS98,3103,894,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,2209,0.2881082823074444,2255.0,2357.0,2446.0,2352.6666666666665
BHMBCCMKT01,577,87,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,490,0.15077989601386482,514.0,538.0,551.0,534.3333333333334
NIA Car Parks,1268,213,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,1055,0.16798107255520506,1069.0,1094.0,1129.0,1097.3333333333333
BHMNCPRAN01,600,545,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,55,0.9083333333333333,86.0,127.0,186.0,133.0
BHMBRCBRG02,1194,412,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,782,0.34505862646566166,909.0,1001.0,1045.0,985.0
BHMBRCBRG03,849,162,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,687,0.19081272084805653,715.0,743.0,766.0,741.3333333333334
BHMBRCBRG01,1010,570,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,440,0.5643564356435643,648.0,855.0,921.0,808.0
Others-CCCPS119a,2803,508,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,2295,0.18123439172315375,2352.0,2419.0,2490.0,2420.3333333333335
BHMEURBRD02,220,186,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,34,0.8454545454545455,39.0,67.0,97.0,67.66666666666667
BHMBCCPST01,317,99,2016-12-05 10:29:08,2016-12-05,10,5,12,Monday,0,218,0.31230283911671924,230.0,242.0,249.0,240.33333333333334
BHMNCPNST01,485,223,2016-12-05 10:56:07,2016-12-05,10,5,12,Monday,0,262,0.45979381443298967,282.0,293.0,312.0,295.6666666666667
BHMBRCBRG02,1194,589,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,605,0.4932998324958124,782.0,909.0,1001.0,897.3333333333334
BHMNCPRAN01,600,570,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,30,0.95,55.0,86.0,127.0,89.33333333333333
BHMMBMMBX01,687,515,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,172,0.7496360989810772,213.0,233.0,291.0,245.66666666666666
NIA Car Parks,1268,229,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,1039,0.1805993690851735,1055.0,1069.0,1094.0,1072.6666666666667
BHMEURBRD01,470,385,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,85,0.8191489361702128,100.0,121.0,165.0,128.66666666666666
Others-CCCPS119a,2803,565,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,2238,0.20156974669996433,2295.0,2352.0,2419.0,2355.3333333333335
BHMNCPHST01,1200,772,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,428,0.6433333333333333,476.0,535.0,644.0,551.6666666666666
BHMBCCMKT01,577,113,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,464,0.19584055459272098,490.0,514.0,538.0,514.0
BHMBCCTHL01,387,332,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,55,0.8578811369509044,96.0,138.0,180.0,138.0
Others-CCCPS133,4675,2414,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,2261,0.5163636363636364,2793.0,3196.0,3617.0,3202.0
BHMBCCPST01,317,124,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,193,0.3911671924290221,218.0,230.0,242.0,230.0
NIA South,788,197,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,591,0.25,606.0,618.0,639.0,621.0
Others-CCCPS135a,3883,3300,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,583,0.8498583569405099,769.0,881.0,1078.0,909.3333333333334
BHMNCPNHS01,500,438,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,62,0.876,76.0,100.0,147.0,107.66666666666667
BHMEURBRD02,220,190,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,30,0.8636363636363636,34.0,39.0,67.0,46.666666666666664
Others-CCCPS98,3103,972,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,2131,0.3132452465356107,2209.0,2255.0,2357.0,2273.6666666666665
Others-CCCPS105a,2009,1155,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,854,0.5749128919860628,980.0,1062.0,1198.0,1080.0
BHMBRCBRG01,1010,800,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,210,0.7920792079207921,440.0,648.0,855.0,647.6666666666666
Broad Street,690,575,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,115,0.8333333333333334,134.0,160.0,232.0,175.33333333333334
BHMNCPPLS01,450,84,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,366,0.18666666666666668,389.0,398.0,416.0,401.0
Others-CCCPS8,1322,640,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,682,0.48411497730711045,767.0,829.0,907.0,834.3333333333334
BHMBRCBRG03,849,202,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,647,0.23792697290930506,687.0,715.0,743.0,715.0
Others-CCCPS202,2937,1131,2016-12-05 11:02:06,2016-12-05,11,5,12,Monday,0,1806,0.38508682328907046,1887.0,1966.0,2099.0,1984.0
